0: output to qw.linear.o
Could not open qw.linear.config. Generating configurations from scratch
1904: Timestep is 1.74723
1395: Timestep is 1.74723
1703: Timestep is 1.74723
883: Timestep is 1.74723
1906: Timestep is 1.74723
0: Timestep is 1.74723
1152: Timestep is 1.74723
545: Timestep is 1.74723
272: Timestep is 1.74723
1907: Timestep is 1.74723
1909: Timestep is 1.74723
1911: Timestep is 1.74723
1912: Timestep is 1.74723
1913: Timestep is 1.74723
1914: Timestep is 1.74723
1539: Timestep is 1.74723
1745: Timestep is 1.74723
917: Timestep is 1.74723
1918: Timestep is 1.74723
1193: Timestep is 1.74723
725: Timestep is 1.74723
1633: Timestep is 1.74723
937: Timestep is 1.74723
1925: Timestep is 1.74723
1219: Timestep is 1.74723
550: Timestep is 1.74723
1039: Timestep is 1.74723
1607: Timestep is 1.74723
1646: Timestep is 1.74723
1067: Timestep is 1.74723
1927: Timestep is 1.74723
2: Timestep is 1.74723
1091: Timestep is 1.74723
553: Timestep is 1.74723
334: Timestep is 1.74723
1360: Timestep is 1.74723
1647: Timestep is 1.74723
816: Timestep is 1.74723
1928: Timestep is 1.74723
3: Timestep is 1.74723
1097: Timestep is 1.74723
554: Timestep is 1.74723
478: Timestep is 1.74723
1361: Timestep is 1.74723
1660: Timestep is 1.74723
817: Timestep is 1.74723
1935: Timestep is 1.74723
4: Timestep is 1.74723
1100: Timestep is 1.74723
555: Timestep is 1.74723
500: Timestep is 1.74723
1363: Timestep is 1.74723
1662: Timestep is 1.74723
819: Timestep is 1.74723
1936: Timestep is 1.74723
8: Timestep is 1.74723
1102: Timestep is 1.74723
562: Timestep is 1.74723
507: Timestep is 1.74723
1366: Timestep is 1.74723
1663: Timestep is 1.74723
820: Timestep is 1.74723
1941: Timestep is 1.74723
12: Timestep is 1.74723
1104: Timestep is 1.74723
569: Timestep is 1.74723
513: Timestep is 1.74723
1367: Timestep is 1.74723
1664: Timestep is 1.74723
823: Timestep is 1.74723
1944: Timestep is 1.74723
16: Timestep is 1.74723
1105: Timestep is 1.74723
571: Timestep is 1.74723
516: Timestep is 1.74723
1369: Timestep is 1.74723
1665: Timestep is 1.74723
825: Timestep is 1.74723
1945: Timestep is 1.74723
17: Timestep is 1.74723
1115: Timestep is 1.74723
575: Timestep is 1.74723
273: Timestep is 1.74723
1371: Timestep is 1.74723
1666: Timestep is 1.74723
826: Timestep is 1.74723
20: Timestep is 1.74723
1121: Timestep is 1.74723
580: Timestep is 1.74723
278: Timestep is 1.74723
1373: Timestep is 1.74723
1667: Timestep is 1.74723
827: Timestep is 1.74723
1952: Timestep is 1.74723
22: Timestep is 1.74723
1126: Timestep is 1.74723
593: Timestep is 1.74723
279: Timestep is 1.74723
1378: Timestep is 1.74723
1668: Timestep is 1.74723
832: Timestep is 1.74723
1956: Timestep is 1.74723
1127: Timestep is 1.74723
594: Timestep is 1.74723
280: Timestep is 1.74723
1384: Timestep is 1.74723
1669: Timestep is 1.74723
848: Timestep is 1.74723
1962: Timestep is 1.74723
1130: Timestep is 1.74723
596: Timestep is 1.74723
284: Timestep is 1.74723
1385: Timestep is 1.74723
1672: Timestep is 1.74723
852: Timestep is 1.74723
1964: Timestep is 1.74723
1131: Timestep is 1.74723
597: Timestep is 1.74723
285: Timestep is 1.74723
1387: Timestep is 1.74723
1674: Timestep is 1.74723
853: Timestep is 1.74723
1965: Timestep is 1.74723
1132: Timestep is 1.74723
288: Timestep is 1.74723
1966: Timestep is 1.74723
296: Timestep is 1.74723
298: Timestep is 1.74723
1389: Timestep is 1.74723
1677: Timestep is 1.74723
26: Timestep is 1.74723
1134: Timestep is 1.74723
598: Timestep is 1.74723
301: Timestep is 1.74723
1393: Timestep is 1.74723
28: Timestep is 1.74723
609: Timestep is 1.74723
304: Timestep is 1.74723
854: Timestep is 1.74723
31: Timestep is 1.74723
1136: Timestep is 1.74723
305: Timestep is 1.74723
1404: Timestep is 1.74723
1678: Timestep is 1.74723
32: Timestep is 1.74723
611: Timestep is 1.74723
313: Timestep is 1.74723
33: Timestep is 1.74723
1142: Timestep is 1.74723
315: Timestep is 1.74723
36: Timestep is 1.74723
858: Timestep is 1.74723
1407: Timestep is 1.74723
1681: Timestep is 1.74723
615: Timestep is 1.74723
316: Timestep is 1.74723
1408: Timestep is 1.74723
860: Timestep is 1.74723
1969: Timestep is 1.74723
1145: Timestep is 1.74723
1412: Timestep is 1.74723
1685: Timestep is 1.74723
616: Timestep is 1.74723
317: Timestep is 1.74723
1420: Timestep is 1.74723
1688: Timestep is 1.74723
863: Timestep is 1.74723
1978: Timestep is 1.74723
1146: Timestep is 1.74723
617: Timestep is 1.74723
1691: Timestep is 1.74723
870: Timestep is 1.74723
1984: Timestep is 1.74723
1147: Timestep is 1.74723
619: Timestep is 1.74723
871: Timestep is 1.74723
1985: Timestep is 1.74723
318: Timestep is 1.74723
1992: Timestep is 1.74723
1692: Timestep is 1.74723
1995: Timestep is 1.74723
1423: Timestep is 1.74723
872: Timestep is 1.74723
40: Timestep is 1.74723
1151: Timestep is 1.74723
624: Timestep is 1.74723
319: Timestep is 1.74723
1429: Timestep is 1.74723
1695: Timestep is 1.74723
873: Timestep is 1.74723
1996: Timestep is 1.74723
41: Timestep is 1.74723
1153: Timestep is 1.74723
1433: Timestep is 1.74723
1696: Timestep is 1.74723
874: Timestep is 1.74723
1997: Timestep is 1.74723
46: Timestep is 1.74723
1154: Timestep is 1.74723
630: Timestep is 1.74723
320: Timestep is 1.74723
1699: Timestep is 1.74723
1998: Timestep is 1.74723
52: Timestep is 1.74723
1160: Timestep is 1.74723
641: Timestep is 1.74723
321: Timestep is 1.74723
1704: Timestep is 1.74723
1999: Timestep is 1.74723
57: Timestep is 1.74723
660: Timestep is 1.74723
1708: Timestep is 1.74723
875: Timestep is 1.74723
2003: Timestep is 1.74723
59: Timestep is 1.74723
1161: Timestep is 1.74723
1713: Timestep is 1.74723
878: Timestep is 1.74723
2004: Timestep is 1.74723
324: Timestep is 1.74723
1437: Timestep is 1.74723
1719: Timestep is 1.74723
